Code,Name,Country,Exchange,Currency,Type,ISIN
PECO,Phillips Edison & Company Inc.,US,NASDAQ,USD,Common Stock,
PENG,Penguin Solutions Inc.,US,NASDAQ,USD,Common Stock,
PENN,Penn Entertainment Inc.,US,NASDAQ,USD,Common Stock,
PFBC,Preferred Bank,US,NASDAQ,USD,Common Stock,
PFS,Provident Financial Services Inc.,US,NYSE,USD,Common Stock,
PGNY,Progyny Inc.,US,NASDAQ,USD,Common Stock,
PHIN,PHINIA Inc.,US,NYSE,USD,Common Stock,
PI,Impinj Inc.,US,NASDAQ,USD,Common Stock,
PINC,Premier Inc.,US,NYSE,USD,Common Stock,
PIPR,Piper Sandler Companies,US,NYSE,USD,Common Stock,
PJT,PJT Partners Inc.,US,NYSE,USD,Common Stock,
PLAB,Photronics Inc.,US,NASDAQ,USD,Common Stock,
PLAY,Dave & Buster’s Entertainment Inc.,US,NASDAQ,USD,Common Stock,
PLMR,Palomar Holdings Inc.,US,NASDAQ,USD,Common Stock,
PLUS,ePlus inc.,US,NASDAQ,USD,Common Stock,
PLXS,Plexus Corp.,US,NASDAQ,USD,Common Stock,
PMT,PennyMac Mortgage Investment Trust,US,NYSE,USD,Common Stock,
POWL,Powell Industries Inc.,US,NASDAQ,USD,Common Stock,
PPBI,Pacific Premier Bancorp Inc.,US,NASDAQ,USD,Common Stock,
PRA,ProAssurance Corporation,US,NYSE,USD,Common Stock,
PRAA,PRA Group Inc.,US,NASDAQ,USD,Common Stock,
PRDO,Perdoceo Education Corporation,US,NASDAQ,USD,Common Stock,
PRG,PROG Holdings Inc.,US,NYSE,USD,Common Stock,
PRGS,Progress Software Corporation,US,NASDAQ,USD,Common Stock,
PRK,Park National Corporation,US,NYSE,USD,Common Stock,
PRLB,Proto Labs Inc.,US,NASDAQ,USD,Common Stock,
PRSU,Pursuit Attractions & Hospitality Inc.,US,NYSE,USD,Common Stock,
PRVA,Privia Health Group Inc.,US,NASDAQ,USD,Common Stock,
PSMT,PriceSmart Inc.,US,NASDAQ,USD,Common Stock,
PTEN,Patterson-UTI Energy Inc.,US,NASDAQ,USD,Common Stock,
PTGX,Protagonist Therapeutics Inc.,US,NASDAQ,USD,Common Stock,
PUMP,ProPetro Holding Corp.,US,NASDAQ,USD,Common Stock,
PZZA,Papa John’s International Inc.,US,NASDAQ,USD,Common Stock,
QDEL,QuidelOrtho Corporation,US,NASDAQ,USD,Common Stock,
QNST,QuinStreet Inc.,US,NASDAQ,USD,Common Stock,
QRVO,Qorvo Inc.,US,NASDAQ,USD,Common Stock,
RAMP,LiveRamp Holdings Inc.,US,NYSE,USD,Common Stock,
RAL,Ralliant Corporation,US,NYSE,USD,Common Stock,
RC,Ready Capital Corporation,US,NYSE,USD,Common Stock,
RCUS,Arcus Biosciences Inc.,US,NYSE,USD,Common Stock,
RDN,Radian Group Inc.,US,NYSE,USD,Common Stock,
RDNT,RadNet Inc.,US,NASDAQ,USD,Common Stock,
RES,RPC Inc.,US,NYSE,USD,Common Stock,
REX,REX American Resources Corporation,US,NYSE,USD,Common Stock,
REZI,Resideo Technologies Inc.,US,NYSE,USD,Common Stock,
RGR,Sturm,Ruger & Company Inc.,US,NYSE,USD,Common Stock,
RHI,Robert Half International Inc.,US,NYSE,USD,Common Stock,
RHP,Ryman Hospitality Properties Inc.,US,NYSE,USD,Common Stock,
RNST,Renasant Corporation,US,NASDAQ,USD,Common Stock,
ROCK,Gibraltar Industries Inc.,US,NASDAQ,USD,Common Stock,
ROG,Rogers Corporation,US,NYSE,USD,Common Stock,
RUN,Sunrun Inc.,US,NASDAQ,USD,Common Stock,
RUSHA,Rush Enterprises Inc. Class A,US,NASDAQ,USD,Common Stock,
RWT,Redwood Trust Inc.,US,NYSE,USD,Common Stock,
RXO,RXO Inc.,US,NYSE,USD,Common Stock,
SAFE,Safehold Inc.,US,NYSE,USD,Common Stock,
SABR,Sabre Corporation,US,NYSE,USD,Common Stock,
SAFT,Safety Insurance Group Inc.,US,NASDAQ,USD,Common Stock,
SAH,Sonic Automotive Inc.,US,NYSE,USD,Common Stock,
SANM,Sanmina Corporation,US,NASDAQ,USD,Common Stock,
SBCF,Seacoast Banking Corporation of Florida,US,NASDAQ,USD,Common Stock,
SBH,Sally Beauty Holdings Inc.,US,NYSE,USD,Common Stock,
SBSI,Southside Bancshares Inc.,US,NASDAQ,USD,Common Stock,
SCHL,Scholastic Corporation,US,NASDAQ,USD,Common Stock,
SCL,Stepan Company,US,NYSE,USD,Common Stock,
SCSC,ScanSource Inc.,US,NASDAQ,USD,Common Stock,
SCVL,Shoe Carnival Inc.,US,NASDAQ,USD,Common Stock,
SDGR,Schrödinger Inc.,US,NASDAQ,USD,Common Stock,
SEDG,SolarEdge Technologies Inc.,Israel,NASDAQ,USD,Common Stock,IL0010811243
SEE,Sealed Air Corporation,US,NYSE,USD,Common Stock,
SEM,Select Medical Holdings Corp.,US,NYSE,USD,Common Stock,
SFBS,ServisFirst Bancshares Inc.,US,NASDAQ,USD,Common Stock,
SFNC,Simmons First National Corporation,US,NASDAQ,USD,Common Stock,
SHAK,Shake Shack Inc.,US,NASDAQ,USD,Common Stock,
SHEN,Shenandoah Telecommunications Co.,US,NASDAQ,USD,Common Stock,
SHO,Sunstone Hotel Investors Inc.,US,NYSE,USD,Common Stock,
SHOO,Steven Madden Ltd.,US,NASDAQ,USD,Common Stock,
SIG,Signet Jewelers Ltd.,US,NYSE,USD,Common Stock,
SITC,SITE Centers Corp.,US,NYSE,USD,Common Stock,
SITM,SiTime Corporation,US,NASDAQ,USD,Common Stock,
SKT,Tanger Factory Outlet Centers Inc.,US,NYSE,USD,Common Stock,
SKY,Skyline Champion Corporation,US,NYSE,USD,Common Stock,
SKYW,SkyWest Inc.,US,NASDAQ,USD,Common Stock,
SLG,SL Green Realty Corp.,US,NYSE,USD,Common Stock,
SLP,Simulations Plus Inc.,US,NASDAQ,USD,Common Stock,
SLVM,Sylvamo Corporation,US,NYSE,USD,Common Stock,
SM,SM Energy Company,US,NYSE,USD,Common Stock,
SMP,Standard Motor Products Inc.,US,NYSE,USD,Common Stock,
SMPL,The Simply Good Foods Company,US,NASDAQ,USD,Common Stock,
SMTC,Semtech Corporation,US,NASDAQ,USD,Common Stock,
SNCY,Sun Country Airlines Holdings Inc.,US,NASDAQ,USD,Common Stock,
SNDK,SanDisk Corporation,US,NASDAQ,USD,Common Stock,
SNDR,Schneider National Inc.,US,NYSE,USD,Common Stock,
SNEX,StoneX Group Inc.,US,NASDAQ,USD,Common Stock,
SONO,Sonos Inc.,US,NASDAQ,USD,Common Stock,
SPNT,SiriusPoint Ltd.,US,NASDAQ,USD,Common Stock,
SPSC,SPS Commerce Inc.,US,NASDAQ,USD,Common Stock,
SPTN,SpartanNash Company,US,NASDAQ,USD,Common Stock,
SPXC,SPX Technologies Inc.,US,NASDAQ,USD,Common Stock,
SSTK,Shutterstock Inc.,US,NASDAQ,USD,Common Stock,
STAA,STAAR Surgical Company,US,NASDAQ,USD,Common Stock,
STBA,S&T Bancorp Inc.,US,NASDAQ,USD,Common Stock,
STC,Stewart Information Services Corporation,US,NYSE,USD,Common Stock,
STEL,Stellar Bancorp Inc.,US,NASDAQ,USD,Common Stock,
STEP,StepStone Group Inc.,US,NASDAQ,USD,Common Stock,
STRA,Strategic Education Inc.,US,NASDAQ,USD,Common Stock,
STRL,Sterling Infrastructure Inc.,US,NASDAQ,USD,Common Stock,
SUPN,Supernus Pharmaceuticals Inc.,US,NASDAQ,USD,Common Stock,
SXC,SunCoke Energy Inc.,US,NYSE,USD,Common Stock,
SXI,Standex International Corporation,US,NYSE,USD,Common Stock,
SXT,Sensient Technologies Corporation,US,NYSE,USD,Common Stock,
TALO,Talos Energy Inc.,US,NYSE,USD,Common Stock,
TBBK,The Bancorp Inc.,US,NASDAQ,USD,Common Stock,
TDC,Teradata Corporation,US,NYSE,USD,Common Stock,
TDS,Telephone and Data Systems Inc.,US,NYSE,USD,Common Stock,
TDW,Tidewater Inc.,US,NYSE,USD,Common Stock,
TFIN,Triumph Financial Inc.,US,NASDAQ,USD,Common Stock,
TFX,Teleflex Incorporated,US,NYSE,USD,Common Stock,
TGNA,TEGNA Inc.,US,NYSE,USD,Common Stock,
TGTX,TG Therapeutics Inc.,US,NYSE,USD,Common Stock,
THRM,Gentherm Incorporated,US,NASDAQ,USD,Common Stock,
THRY,Thryv Holdings Inc.,US,NASDAQ,USD,Common Stock,
THS,TreeHouse Foods Inc.,US,NYSE,USD,Common Stock,
TILE,Interface Inc.,US,NASDAQ,USD,Common Stock,
TMDX,TransMedics Group Inc.,US,NASDAQ,USD,Common Stock,
TMP,Tompkins Financial Corporation,US,NYSE,USD,Common Stock,
TNC,Tennant Company,US,NYSE,USD,Common Stock,
TNDM,Tandem Diabetes Care Inc.,US,NASDAQ,USD,Common Stock,
TPH,Tri Pointe Homes Inc.,US,NYSE,USD,Common Stock,
TR,Tootsie Roll Industries Inc.,US,NYSE,USD,Common Stock,
TRIP,TripAdvisor Inc.,US,NASDAQ,USD,Common Stock,
TRMK,Trustmark Corporation,US,NASDAQ,USD,Common Stock,
TRN,Trinity Industries Inc.,US,NYSE,USD,Common Stock,
TRNO,Terreno Realty Corporation,US,NYSE,USD,Common Stock,
TRST,TrustCo Bank Corp NY,US,NASDAQ,USD,Common Stock,
TRUP,Trupanion Inc.,US,NASDAQ,USD,Common Stock,
TTGT,TechTarget Inc.,US,NASDAQ,USD,Common Stock,
TTMI,TTM Technologies Inc.,US,NASDAQ,USD,Common Stock,
TWI,Titan International Inc.,US,NYSE,USD,Common Stock,
TWO,Two Harbors Investment Corp.,US,NYSE,USD,Common Stock,
UCBI,United Community Banks Inc.,US,NASDAQ,USD,Common Stock,
UCTT,Ultra Clean Holdings Inc.,US,NASDAQ,USD,Common Stock,
UE,Urban Edge Properties,US,NYSE,USD,Common Stock,
UFCS,United Fire Group Inc.,US,NASDAQ,USD,Common Stock,
UFPT,UFP Technologies Inc.,US,NASDAQ,USD,Common Stock,
UHT,Universal Health Realty Income Trust,US,NYSE,USD,Common Stock,
UNF,UniFirst Corporation,US,NYSE,USD,Common Stock,
UNFI,United Natural Foods Inc.,US,NASDAQ,USD,Common Stock,
UNIT,Uniti Group Inc.,US,NASDAQ,USD,Common Stock,
UPBD,Upbound Group Inc.,US,NASDAQ,USD,Common Stock,
URBN,Urban Outfitters Inc.,US,NASDAQ,USD,Common Stock,
USNA,USNA Health Sciences Inc.,US,NYSE,USD,Common Stock,
USPH,U.S. Physical Therapy Inc.,US,NASDAQ,USD,Common Stock,
UTL,Unitil Corporation,US,NYSE,USD,Common Stock,
UVV,Universal Corporation,US,NYSE,USD,Common Stock,
VBTX,Veritex Holdings Inc.,US,NASDAQ,USD,Common Stock,
VCEL,Vericel Corporation,US,NASDAQ,USD,Common Stock,
VCTR,Victory Capital Holdings Inc.,US,NASDAQ,USD,Common Stock,
VCYT,Veracyte Inc.,US,NASDAQ,USD,Common Stock,
VECO,Veeco Instruments Inc.,US,NASDAQ,USD,Common Stock,
VIAV,Viavi Solutions Inc.,US,NASDAQ,USD,Common Stock,
VICR,Vicor Corporation,US,NASDAQ,USD,Common Stock,
VIR,Vir Biotechnology Inc.,US,NASDAQ,USD,Common Stock,
VIRT,Virtu Financial Inc.,US,NASDAQ,USD,Common Stock,
VRE,Veris Residential Inc.,US,NYSE,USD,Common Stock,
VRRM,Verra Mobility Corporation,US,NASDAQ,USD,Common Stock,
VRTS,Virtus Investment Partners Inc.,US,NASDAQ,USD,Common Stock,
VSAT,Viasat Inc.,US,NASDAQ,USD,Common Stock,
VSCO,Victoria’s Secret & Co.,US,NYSE,USD,Common Stock,
VSH,Vishay Intertechnology Inc.,US,NYSE,USD,Common Stock,
VSTS,Vestis plc,US,NYSE,USD,Common Stock,
VTOL,Bristow Group Inc.,US,NYSE,USD,Common Stock,
VTLE,Vital Energy Inc.,US,NYSE,USD,Common Stock,
VYX,NCR Voyix (NCR Atleos),US,NYSE,USD,Common Stock,
WABC,Westamerica Bancorporation,US,NASDAQ,USD,Common Stock,
WAFD,WaFd Inc.,US,NASDAQ,USD,Common Stock,
WD,Walker & Dunlop Inc.,US,NYSE,USD,Common Stock,
WDFC,WD-40 Company,US,NASDAQ,USD,Common Stock,
WERN,Werner Enterprises Inc.,US,NASDAQ,USD,Common Stock,
WGO,Winnebago Industries Inc.,US,NYSE,USD,Common Stock,
WHD,Cactus Inc.,US,NYSE,USD,Common Stock,
WKC,World Kinect Corporation,US,NYSE,USD,Common Stock,
WLY,John Wiley & Sons Inc.,US,NYSE,USD,Common Stock,
WOR,Worthington Enterprises,US,NYSE,USD,Common Stock,
WRLD,World Acceptance Corporation,US,NASDAQ,USD,Common Stock,
WS,Worthington Steel Co.,US,NYSE,USD,Common Stock,
WSC,WillScot Mobile Mini Holdings Corp.,US,NASDAQ,USD,Common Stock,
WSFS,WSFS Financial Corporation,US,NASDAQ,USD,Common Stock,
WSR,Whitestone REIT,US,NYSE,USD,Common Stock,
WT,WisdomTree Inc.,US,NASDAQ,USD,Common Stock,
WWW,Wolverine World Wide Inc.,US,NYSE,USD,Common Stock,
XHR,Xenia Hotels & Resorts Inc.,US,NYSE,USD,Common Stock,
XNCR,Xencor Inc.,US,NASDAQ,USD,Common Stock,
XPEL,XPEL Inc.,US,NASDAQ,USD,Common Stock,
XRX,Xerox Holdings Corp.,US,NYSE,USD,Common Stock,
YELP,Yelp Inc.,US,NYSE,USD,Common Stock,
YOU,Clear Secure Inc.,US,NYSE,USD,Common Stock,
ZD,Ziff Davis Inc.,US,NASDAQ,USD,Common Stock,
ZWS,Zurn Elkay Water Solutions Corp.,US,NASDAQ,USD,Common Stock,
