Fund,N,AnnReturn,CAGR,Flag,ETL_1,ETL_5,mu,omega,alpha1,gamma1,beta1,skew,shape
FBIFX,3916,0.087183788122192,0.0797373002569035,0,-0.30615917334514,-0.202421953365136,0.000255592939500801,-0.292612809580557,-0.156291545601128,0.156183822306519,0.970148346887093,-1.1814978259608,8.02
FBIIX,1395,0.00500342268949699,0.00440616939059613,0,-0.131835834373122,-0.0918351230134081,7.02195130454242e-05,-0.192209786199716,-0.0274987923143917,0.143631848949783,0.984502607358844,-0.109059792761817,11.5545389549464
FBIOX,9919,0.113012650224217,0.0798947086262265,0,-0.538844441224597,-0.394824294504672,0.000540457182665134,-0.123487011791211,-0.047912660012991,0.167965773054172,0.98554009648721,-0.584142077314451,8.06399984316801
FBMPX,9784,0.11862408642156,0.10130361294802,0,-0.515020028573231,-0.363947031579719,0.000541406554450324,-0.157997171021351,-0.0758001513146993,0.170340107189258,0.982704477218829,-0.717672452413575,8.02000000000014
FBNDX,11425,0.0615558923485162,0.0619657402217813,0,-0.120888119767965,-0.0734618917882681,0.000244889620126513,-0.0577598627556778,-0.0160220689884992,0.0852572287566202,0.995037854146587,0.530511949526262,8.0200000000009
FBSOX,6851,0.114076448785632,0.093430950332414,0,-0.480257799018762,-0.33513491396801,0.000438294493602819,-0.193207390566891,-0.117874961619072,0.142514750344035,0.97837266328981,-1.13194336793779,9.82918364540616
FCAEX,973,0.0310069927494284,0.0111485969516136,0,-0.425299134356185,-0.330157382412858,0.000142127082461021,-0.254903680845915,-0.133408498086541,0.0876289574594883,0.971502186045231,-1.36504903323087,11.7478186454896
FCBFX,3770,0.03889133208389,0.0380170317956283,0,-0.183473339173061,-0.119669437832561,0.000189150696660968,-0.109503186606346,-0.0156714805481009,0.115320703781023,0.990568533431549,-1.00265853922556,12.179585501755
FCNTX,11425,0.114718192807992,0.104690169896554,0,-0.36432169764389,-0.236128242193092,0.000502106395842745,-0.285646086921431,-0.085699320231801,0.170984187623324,0.969938807530443,-1.01418613843311,8.02
FCNVX,3502,0.0177274332120527,0.0178509133799649,0,-2.05769568266678e-08,-1.14303482562583e-08,-1.41738197928239e-12,-4.73863165289303,-2.27110026344891e-06,2.26379125376245e-06,0.897139193827368,1.71733885648153e-06,8.02
FCPVX,5153,0.0917252454805114,0.0657727602908231,0,-0.615764587327683,-0.433795588731094,0.000216267766843973,-0.117483988928732,-0.099507196921199,0.147536669652609,0.986744824060626,-1.30296403788393,10.911230921397
FCSTX,4907,0.0228161620737161,0.0228935881149313,0,-0.0441199256847627,-0.0245500055316834,0.000118045243282312,-0.618792934361284,-0.073933356120613,0.217527988032175,0.955528250676612,0.813879130683106,8.02000000000001
FCTFX,10286,0.053524341613942,0.0540962005188543,0,-0.0946660351182821,-0.0524192389146462,0.000285576777029871,-0.305297186448946,-0.0567043225938609,0.211576850462703,0.975678208521421,0.88447887602704,8.02
FCVSX,9654,0.0978298546945094,0.0921088685663762,0,-0.509111898286096,-0.331142685808845,0.00051041864703631,-0.115261658688768,-0.0502729068073139,0.181439243987047,0.988629123820005,-1.57890101864916,9.35349456129125
FCYIX,7086,0.0962920685533962,0.0755336167343534,0,-0.557897223296119,-0.400284872350749,0.000301365919202244,-0.167297496173859,-0.107291292012798,0.127182806691528,0.981262277535654,-1.13721137016673,9.15692407976764
FDCAX,9679,0.107550368219398,0.0925959990496399,0,-0.480679886621642,-0.333115619244002,0.00048499952802733,-0.170446671519658,-0.0868208079035169,0.18371875907468,0.981688428110445,-1.16267151127794,8.55817057824222
FDCPX,10016,0.118271571844034,0.0849134286049258,0,-0.595720604628729,-0.436948195759005,0.00063652317265439,-0.126601353929196,-0.0645223623272267,0.149138170531091,0.985163818195998,-1.15600496483232,10.2966759228627
FDEEX,3498,0.0831185937543533,0.0741429861616572,0,-0.328558762106041,-0.223452877538072,0.000261162507866985,-0.294531788652854,-0.145840582584138,0.172703380019572,0.969644996369506,-1.40841145161043,8.73691080026208
FDEGX,8646,0.0908046244207187,0.0627748940048085,0,-0.578051462259999,-0.420123034960723,0.000422489321737633,-0.141141284992772,-0.0911447477076582,0.16834948448635,0.983984349673395,-1.90103426150022,11.1797323199531
FDEQX,9152,0.100276507874813,0.0869254436888931,0,-0.410560786582593,-0.272853419322996,0.000353303196491374,-0.237653308513269,-0.127800895666632,0.159251150584633,0.974485012970024,-1.37411317799638,9.10320078754497
FDEWX,3497,0.0820277879487046,0.0734640676382126,0,-0.324794975420407,-0.21453202937566,0.000236521352108627,-0.26630806968122,-0.15216949079581,0.157811821495201,0.972770544968158,-1.33273175740499,8.43779112601206
FDFAX,10016,0.108760639256864,0.103984123882489,0,-0.3153765411505,-0.208743860724057,0.000448891214108554,-0.277007517124091,-0.0736132776600343,0.158756896609274,0.971871471627064,-0.709650824197249,8.02
FDGFX,7498,0.0918679868979397,0.0739652236183019,0,-0.51820254366609,-0.350939224854713,0.000326774360346103,-0.15198464823674,-0.119699925318264,0.153145550141399,0.983596852637494,-1.0378833975494,8.41467374097425
FDIVX,8394,0.0767395803060809,0.0643338616834939,0,-0.501249639749495,-0.338492932905209,0.000361686200962725,-0.172881966223472,-0.0731575534026023,0.156835236024907,0.981870768163229,-0.861248808544129,8.02
FDKLX,2694,0.0801621035933199,0.0710199324711267,0,-0.335307180949858,-0.228396053809573,0.000227738620860024,-0.301376699345776,-0.156888131453053,0.182252580294734,0.969092317624655,-1.3582625013951,8.46627889224554
FDKVX,2694,0.0824717324113439,0.0731955182986093,0,-0.33631090357109,-0.230306966522263,0.000265354000351201,-0.315894474996663,-0.149328583468381,0.191745286259682,0.967413239348712,-1.53662516707386,9.11551688495798
FDLSX,10325,0.127198177185834,0.113424531600872,0,-0.45087688651941,-0.304727543535673,0.000599294352437343,-0.196424225063902,-0.0771846779072592,0.176364262709435,0.978795960765984,-0.792609632577375,8.02
FDMMX,10448,0.0521683876323454,0.0527190128920654,0,-0.0671076784154892,-0.0331945478111292,0.000276679093320498,-0.412782790851478,-0.0605737342257929,0.212694739393295,0.967271211568843,0.828735160272707,8.02000000000008
FDSCX,7391,0.0771287822369993,0.0546977782799643,0,-0.522550027236514,-0.374024123652446,0.000383728487209652,-0.215277244967325,-0.105845972569745,0.166040664875544,0.976175430206738,-2.44271778827789,14.2934168488343
FDSSX,8709,0.101162264991519,0.0873863394186407,0,-0.438123479300781,-0.290391390104538,0.000369423457849867,-0.20416627131885,-0.119396066076265,0.157404931654636,0.978105797296287,-1.64278573742138,10.0435818576375
FDSVX,6813,0.0878528564986824,0.067637028528454,0,-0.502441393187086,-0.34954443342739,0.000327173272007588,-0.212203458789153,-0.124733035921576,0.169952383374417,0.97659429846457,-1.75274312763362,9.77286020015631
FDVLX,11425,0.100273097460584,0.0855696913476365,0,-0.525435643351482,-0.362043131052694,0.000483549945520729,-0.106207883556033,-0.0527665182359597,0.135421209144834,0.988846957777344,-0.937056597471536,8.02
FECGX,1455,0.0485232966095716,0.00820273925052861,0,-0.542406058783886,-0.420895267286487,0.00013364863484617,-0.265723265844294,-0.0964973976280373,0.185269598220351,0.968380991114434,-1.23933332737426,12.7122708824775
FEDDX,3391,0.0583673554303215,0.0482333708489569,0,-0.404975854982957,-0.297314734167032,0.000206976285496075,-0.28345299551049,-0.0712346663711936,0.168848539544897,0.97052454523091,-1.32073692650224,9.00759849148101
FEMKX,8686,0.0505232989276832,0.0309080367250036,0,-0.646691595716924,-0.476921174766663,0.000350395997956944,-0.174400807532617,-0.052229563741852,0.188775261262851,0.981008646429112,-0.772731410935807,8.02
FEMNX,207,-0.0220904049704307,-0.0231063984489495,0,-0.161591810636594,-0.131626339760027,-0.000119199434620122,-10,-0.179869433432233,0.52118418778714,0.134911136507298,-3.37412596566874,15.9488418215782
FEOPX,1377,0.0905293163290531,0.0701095991471112,0,-0.448526286029054,-0.327016713159897,0.000388347069195908,-0.230887855349366,-0.142534988822095,0.159316776629799,0.974576396651124,-1.6791592133054,9.50362106155398
FEQHX,662,0.0974232965213933,0.0946278406249204,0,-0.262802820751441,-0.171980858450409,0.000382312604198848,-0.220163109982684,-0.0772321208063517,0.0719142057925045,0.977884147900811,-0.194000229800016,8.62393381608364
FEQIX,11425,0.0919574898509463,0.0814491279105434,0,-0.340086981050295,-0.216126994255395,0.000448844618801316,-0.137281935800908,-0.0623487038497981,0.133583425229608,0.986064378896028,-0.895691108239269,8.02
FEQTX,8736,0.0934452713546884,0.0807279140182386,0,-0.437215099302208,-0.276875112152254,0.000407381404767254,-0.133681092424095,-0.0957863506724098,0.160471054220948,0.986106393942057,-0.859720553204032,8.36265606465348
FFANX,4415,0.0473384900076426,0.0448094588726049,0,-0.33212907654699,-0.21236214065467,0.000210473359632512,-0.154207569391672,-0.101252614393529,0.144280780102163,0.98599128251142,-1.24488780585591,8.63549926710148
FFBSX,1467,0.0872240203285304,0.0735054800007502,0,-0.438724395799973,-0.314804517417118,0.00025203212332979,-0.263145492284638,-0.140620121582052,0.151672946255996,0.971903453567929,-2.17968484674095,11.0012820279596
FFEBX,973,-0.0122249686717525,-0.0140972482847935,0,-0.248263065674099,-0.189224819039434,-8.97521330433599e-05,-0.0509228260217046,-0.0247158839441278,0.0687778211893385,0.995409519105146,-0.814081034444413,17.6135000071415
FFEDX,2474,0.0599476131931156,0.0562147521589755,0,-0.252274003850972,-0.166942451535789,0.000242974222156776,-0.242408745588452,-0.125553862891179,0.163037575450698,0.977032822261856,-1.05991616704579,8.02
FFEGX,2474,0.0672961662362994,0.0622150599581297,0,-0.271842598721972,-0.181706073037048,0.000254391526943915,-0.277248276212978,-0.134354739978057,0.162457086544054,0.972997172217572,-1.11928629937359,8.07487674723754
FFEZX,2474,0.0764588114022602,0.068957529986809,0,-0.314865286476801,-0.212824431205148,0.000258128080809829,-0.294828276616571,-0.141808613235863,0.168773318811166,0.970312033674702,-1.19709265509878,8.21631348989057
FFFAX,7178,0.0433705953817827,0.0433139099075679,0,-0.191343626057068,-0.111301948118122,0.000167809362154254,-0.117407557324926,-0.0675131968459883,0.111378412746192,0.990283664113843,-1.0528927678859,10.2015703727066
FFFCX,7178,0.0579791341233734,0.0553474811570691,0,-0.299776862956375,-0.178745142747819,0.000216259383948311,-0.108155294474331,-0.0857750545496085,0.134169667782011,0.989959533821049,-1.2357298852505,9.33960735667011
FFFDX,7178,0.0630236164756358,0.0572536746344901,0,-0.372442951544693,-0.236259927800535,0.000248261378540267,-0.131350163782706,-0.0995938065972353,0.139323331545735,0.987102794937446,-1.2146707329661,9.23537306192522
FFFEX,7178,0.066961721097819,0.0580009670631889,0,-0.412162938291914,-0.272790000048138,0.000261686220230629,-0.17165702440347,-0.112418997091579,0.138737393878756,0.982473649668733,-1.29146826118776,9.19513430327331
FFFFX,6198,0.0526789443758761,0.0396914407780953,0,-0.448520545328381,-0.302006529607989,0.000270750448719861,-0.193653869675199,-0.124207853876999,0.131924851383693,0.979850528082589,-1.28421664112828,9.1783243929216
FFFGX,4757,0.0682829058838459,0.0549411478403334,0,-0.467243839601249,-0.317572026536444,0.000288613049744602,-0.203383778161305,-0.135393596905478,0.148838032072213,0.978757898254867,-1.24421694905634,8.02
FFFHX,4757,0.0673058264545403,0.0530908946823943,0,-0.477698336310561,-0.323193440549959,0.000297461811365593,-0.194624873266966,-0.135491582317389,0.148283133044633,0.979631774678189,-1.26454830185981,8.02
FFGCX,4049,0.0531685737517203,0.0266028086618328,0,-0.602473116907769,-0.449798579758393,2.34334949979258e-05,-0.11380675668558,-0.0720070885489249,0.121660321141782,0.986934891210243,-1.29050995731054,9.40353699869901
FFGZX,2474,0.0339081672333526,0.0334882480940129,0,-0.15932979537599,-0.100722034712048,0.000153652775717171,-0.142239684766996,-0.0727947549124208,0.145881663310387,0.988328459508571,-0.97981622590122,8.09104758054164
FFIDX,11425,0.0913610573471689,0.0760531798070467,0,-0.377327750691419,-0.240257250433898,0.000408997968610994,-0.214683799496784,-0.0820827463712113,0.144661288175256,0.977257418030903,-0.974089981388452,8.02
FFIJX,1467,0.0859146907675038,0.0727644675568282,0,-0.436852109813847,-0.31074218096155,0.000210651251999961,-0.256476644608748,-0.148019511074213,0.15012982727947,0.972783913714438,-1.79201651923649,9.63531395400522
FFIKX,1467,0.0863027260437368,0.0731236723919706,0,-0.434728677933968,-0.308704393698173,0.000212231944562515,-0.258175759238424,-0.149645627368714,0.153092634017778,0.972615436797034,-1.71351692432901,9.31974209853
FFIZX,2474,0.0823776481772037,0.073115010409728,0,-0.341795663766707,-0.228808960376145,0.000279487239002953,-0.27277759998876,-0.145475629211054,0.172122749859543,0.972075790741411,-1.27448874446022,8.28981170898513
FFLDX,2474,0.0833632709543472,0.0738901263972656,0,-0.341003724706636,-0.228496434034692,0.000286643156799735,-0.273174452679694,-0.146627461834672,0.174591575841412,0.97199408528497,-1.2609999411662,8.17560051781322
FFLEX,2474,0.0834759440147917,0.0739892424112467,0,-0.346977544028033,-0.233913074565213,0.000272087177714083,-0.275243331940592,-0.147735491257915,0.177947883127706,0.971734005812982,-1.292429353838,8.2405381306044
FFNOX,6499,0.0610643823502439,0.0494632634979562,0,-0.407017078703586,-0.269070030608431,0.000250329336205271,-0.18421852947943,-0.132986284504062,0.130278762300937,0.981002329471085,-1.13221374328987,8.63307629665352
FFOLX,2474,0.083380684246145,0.0738796926422736,0,-0.347221508111693,-0.23416492539779,0.000272948595400414,-0.275679907922751,-0.148222453274377,0.173561803194758,0.971686992439712,-1.33744579530144,8.38809494817464
FFOPX,2474,0.0833906678859574,0.0738877134901272,0,-0.341739469980791,-0.228705501821114,0.000285379603972261,-0.272259389293637,-0.147259601971616,0.173860633957834,0.97207014051717,-1.30217800913202,8.32043313678222
FFRHX,6201,0.0378880216368898,0.0379876041913587,0,-0.109492953786162,-0.0696416013796465,8.22687593627463e-05,-0.138970057097561,-0.0761347584703268,0.107466612089528,0.989551918292517,1.09494945099786,8.02
FFSFX,1467,0.0908703842907892,0.0778140442122988,0,-0.440477049388679,-0.314768272067505,0.000263973897268633,-0.259567076360144,-0.138784889053532,0.149929323342644,0.972300728252709,-2.20493975206546,11.0753225124347
FFTHX,5613,0.0646670892880928,0.054538149390527,0,-0.335496022501681,-0.218788724452351,4.38595151884711e-05,-0.296137871744222,-0.0963583213790408,0.165636489845712,0.969600993934214,-1.21241210067745,8.02
FFTWX,5613,0.0567819221519592,0.0504384490576539,0,-0.249117539683796,-0.157622525615406,8.63432513928962e-05,-0.261607976368848,-0.0812919671986559,0.150005999782085,0.974365201274262,-1.13390814703418,8.02
FFVFX,5613,0.0505003632853629,0.0471844627707834,0,-0.180834534906178,-0.111839912265608,9.3256100102353e-05,-0.241669193111715,-0.0647856130277162,0.138537461644487,0.977476665668314,-1.0726254668998,8.02
FFWTX,2474,0.0442264413201383,0.0430936894388576,0,-0.167813111041587,-0.10828971668009,0.000191903304520842,-0.218320090693634,-0.105775777230085,0.148547272338834,0.980948771010624,-1.05610015400467,8.02
FFXSX,9691,0.0404806215968724,0.0409501630082678,0,-0.0484581397991274,-0.0281711895626543,9.62733520884962e-05,-0.057884883437181,-0.0216550839274115,0.0746093729929216,0.995470966341087,1.2703824595107,8.02
FGBFX,3252,0.0158207953932151,0.0147214213090863,0,-0.218065746252952,-0.153683067703799,9.38426918301825e-05,-0.100117017056905,-0.0173651380319532,0.119135742268363,0.991500911500565,-0.488402898792775,9.00625965993213
FGILX,3266,0.0962037197089668,0.0903254749044356,0,-0.282459189146357,-0.182198296066829,0.000267576173506527,-0.36290874476428,-0.162156164041475,0.173672336830974,0.963347133431443,-1.17548997839039,8.02
FGMNX,9944,0.0506663634118746,0.05102145404225,0,-0.168479144608619,-0.102659722666761,0.000125868938180951,-0.0498149972910609,-0.0496402631890575,0.109681917509203,0.995823646360999,0.604980791699503,8.02
FGOVX,11425,0.0573875145391054,0.0576518448615002,0,-0.0980084624171635,-0.0685324250916969,-2.9310873881489e-17,-0.011196472908224,-0.0166732389443372,0.032523868986505,0.999000000000001,0.323566064961975,8.02
FGRIX,9910,0.0983697099439149,0.0857031203787475,0,-0.418406004678625,-0.268427572828004,0.0004563297224058,-0.165984607581117,-0.0924122960126434,0.159946787225508,0.982680058987917,-0.85451181949605,8.02
FGRTX,6625,0.0756954641513588,0.0591182633859246,0,-0.431038779657666,-0.294509045182727,0.000239645405097224,-0.187614397160143,-0.143504526492439,0.138583082340321,0.97986764330347,-1.07965251910063,8.76123998514231
FHANX,1673,0.0797953371861644,0.0664893435622287,0,-0.424001187661953,-0.302102454040834,0.000245348015647263,-0.259585925231217,-0.142689980856443,0.148372374266727,0.972440155451262,-2.0916541554384,10.6364286286347
FHAOX,1673,0.0798743632357238,0.066603014256083,0,-0.414139312989001,-0.295669886663944,0.000249562651857286,-0.275887417552455,-0.144650302009555,0.151805046681173,0.970718978184087,-2.03022755536844,10.6449024169297
FHAPX,1673,0.0796953646709465,0.0663588118391894,0,-0.410066945316107,-0.290860611675855,0.000264271059278693,-0.276013128561205,-0.144794529683773,0.156665252885145,0.970744306760584,-2.00490568019419,10.6374880414005
FHAQX,1673,0.0798189907727929,0.0664568958111904,0,-0.4093648335874,-0.287459248867456,0.000278471180986593,-0.260949539638529,-0.14480949369252,0.148489018172001,0.97237935347356,-1.88205114088101,10.1353449282915
FHARX,1673,0.0785218538410116,0.0655744638330036,0,-0.407452758758164,-0.286876625579321,0.00026936427410416,-0.270458212299379,-0.144294868162847,0.152960532377758,0.971473300535184,-1.81360202842441,10.1879003693306
FHASX,1673,0.0704772462661305,0.0603129938941935,0,-0.396200017338609,-0.279664088669656,0.000225681619629962,-0.25050768675159,-0.130539674677219,0.141160433411302,0.974156260917393,-1.78556865064982,10.3735135455305
FHATX,1673,0.0605148777810019,0.0536823245438052,0,-0.365235906400605,-0.25823014739579,0.00019695450668325,-0.237300321878524,-0.123242681477325,0.135318769421199,0.976287507694053,-1.49289948742425,9.63234357520779
FHAUX,1673,0.0546914468243695,0.0494331811675492,0,-0.336233005412226,-0.236223617548603,0.000202848464152184,-0.223076248183608,-0.118155797592568,0.142058943591118,0.978216218594849,-1.3382280003611,9.55937250983371
FHAVX,1673,0.0499263949363509,0.045829181456259,0,-0.318446591426011,-0.221525363568687,0.000188191412065444,-0.202400836329556,-0.109729935504003,0.127990443758698,0.98062476196094,-1.13787004064172,8.64794835133616
FHAWX,1673,0.0447542009742521,0.0419607686846817,0,-0.285413179873771,-0.195453372032234,0.000179713972654961,-0.187718627244011,-0.103756469856747,0.125037969164398,0.982600705000821,-1.2244272107854,8.76914106436261
FHAYX,1673,0.0392982276221835,0.0375601637137799,0,-0.253057545387848,-0.169866777263111,0.000169661209655685,-0.158501570187005,-0.0947447426018817,0.113298775279231,0.985816563315935,-1.0518025721218,8.02
FHBZX,1673,0.031540576231709,0.0307150621313255,0,-0.200791603558534,-0.133149614722121,0.000165046679798768,-0.122078272298572,-0.0657075782814915,0.123693697114323,0.989645934911604,-0.985414267142208,8.02
FHIFX,5193,0.0480764747895712,0.0480113513258358,0,-0.190200380701173,-0.11019168797923,0.000286945742180039,-0.248284446980843,-0.10926759252691,0.218887298875821,0.980025325792131,0.844236469489905,8.02
FHIGX,11425,0.0569757420717141,0.0576394355962124,0,-0.090185004161578,-0.0491424095278601,0.000314707147812099,-0.342124556157369,-0.0676097406111387,0.234325098191042,0.972568806570622,1.08893391784835,8.02
FHKCX,7318,0.0762542033120497,0.0499133270413534,0,-0.579281510407357,-0.430962413981382,0.000451071225200521,-0.134814393941925,-0.0556703254141614,0.157306891557901,0.98459260020776,-0.526781181642359,8.02
FHLKX,1294,0.0332953954849449,0.0308976393235503,0,-0.259415457483857,-0.184978142841357,0.000149597984401701,-0.161507934412656,-0.0846611379406202,0.0884954191177031,0.985399125420997,-1.11942166678618,8.34247828031181
FHLSX,1289,0.046648424064098,0.0450280304636863,0,-0.288398412036954,-0.200966291026295,0.000159452533922369,-0.105543777875725,-0.0770998197732079,0.0714493392140425,0.990465381077194,-0.972820007011478,8.15388895810927
FHSNX,1289,0.0454384428622964,0.0434350828016363,0,-0.283258531658863,-0.196291254344984,0.000130292774734361,-0.106425128628612,-0.0834289158005429,0.0826879910693801,0.990288718827366,-1.0118269769295,8.14499333635858
FIAEX,757,0.019806707896564,0.0178298695897796,0,-0.165569545102545,-0.117313326760198,-6.67494490484622e-05,-0.022866592147084,-0.0755764667940224,-0.067462549368747,0.997873141255803,-2.07587095583496,24.4993320768642
FICDX,8776,0.081131746789178,0.0661917175016706,0,-0.571261823661365,-0.391210145952108,0.000292912635415763,-0.122753511394708,-0.0606643450353258,0.160873694817977,0.986897446122637,-1.31343949416681,9.53413781966781
FICNX,9446,0.0462140749460595,0.046613654905592,0,-0.0863142004112304,-0.048528032452062,0.000229966580883042,-0.271927466135794,-0.042959603097005,0.17263643862411,0.978485194042543,0.63823464163195,8.02
FIDSX,10934,0.107608908742556,0.0845453833271539,0,-0.32006692076904,-0.223657432386839,0.000301879753884202,-0.0651919199798689,-0.0511498153203061,0.0841732277599902,0.992974232545656,-0.0531734259461782,8.02000000000073
FIEUX,9720,0.0776443552564773,0.0618129059378516,0,-0.487328979359031,-0.343597391657419,0.000396713880907557,-0.190879008167275,-0.0653361808542097,0.165157159957033,0.979470064692627,-0.763095016324047,8.02
FIFNX,1555,0.143103519200623,0.121913379355562,0,-0.363812914978521,-0.26071768558118,0.000402713532039733,-0.387125944690622,-0.172016526911958,0.186704581041805,0.955396144558904,-3.06724693420436,11.2641925735178
FIGFX,4399,0.0520752714956752,0.032422103980388,0,-0.537574245411435,-0.377080151958167,0.000223294344293259,-0.193022856901424,-0.113757855305987,0.16750843434757,0.979157868484165,-0.998526692530054,8.02
FIGRX,9658,0.0721956155567009,0.0597820325005949,0,-0.472423063674625,-0.329540197160203,0.000311976098338879,-0.18303526266313,-0.066272572136631,0.167581712351658,0.980848335384052,-0.801207161329575,8.02
FIHFX,3916,0.0830382351659602,0.0767134502884306,0,-0.287096293538665,-0.190486713594953,0.0002442804683754,-0.29723622054903,-0.150576377752313,0.148818351995905,0.970020178260686,-1.16426317441872,8.02
FIKFX,3916,0.0353799149437677,0.0351995340003144,0,-0.126780372235111,-0.0782044755135077,0.000141209711467785,-0.142782268289027,-0.0741791205680859,0.129220319955363,0.988399660796856,-0.836772772191271,8.02
FIMIX,9935,0.0458857454087747,0.0462391925289702,0,-0.0849810463762867,-0.0476718448882733,0.000226517912958653,-0.307158555154072,-0.0591805301892717,0.194127173841742,0.975943348089904,0.818871745053184,8.02
FIMVX,1455,0.0750430774260258,0.0489564850997826,0,-0.674625793284134,-0.509578348767978,6.30210587373878e-05,-0.222336446743176,-0.128668203197743,0.20217742180907,0.975075692814784,-1.42945967524475,10.2209363128634
FIOFX,3916,0.0881124648448099,0.0804256762170632,0,-0.307449460001103,-0.202952294267322,0.000264657634857128,-0.287420539250254,-0.155940895759192,0.157101577145243,0.970617196040105,-1.18715324279008,8.02000000000006
FIPDX,3261,0.0216947139868184,0.0203414525258796,0,-0.129267899251184,-0.0871676226100808,0.000103347011748357,-0.16664494228819,-0.0348118263848422,0.110666847030549,0.985614308410643,-0.0669498333319373,8.02
FIPFX,3916,0.0884557667914116,0.0805071438268146,0,-0.307217567784124,-0.201937263140403,0.000271205076717679,-0.284359956568869,-0.157315675743709,0.157069430418545,0.970891306377542,-1.17034776357833,8.02
FIREX,5193,0.0429412508297301,0.02553616073781,0,-0.534826685601812,-0.357289442114177,0.000327673121233893,-0.115499121146806,-0.0611181965582321,0.147711148831856,0.987878405739636,-0.555367153929749,8.02
FIRMX,4444,0.0388507610998316,0.0364964763996904,0,-0.330493187626958,-0.194736791244603,0.0001531475343842,-0.0701828432979947,-0.0855642835418645,0.135579992592241,0.993861278583514,-1.0145136990235,8.02
FIRQX,4444,0.0448955245756885,0.0413803436378686,0,-0.346783929987318,-0.207373408109608,0.000172097539392714,-0.0949502681310929,-0.0968670856159977,0.140546891945741,0.991333309834138,-1.09832560561634,8.02
FIRSX,4444,0.0477556733605805,0.0435287511702251,0,-0.362996817133037,-0.223095316783324,0.000188348384276596,-0.119359263388934,-0.104090911502502,0.144950733954619,0.988886347409803,-1.11567132796718,8.02
FIRVX,4360,0.0493251374360688,0.0441292135478211,0,-0.381033609265942,-0.23581635268589,0.000214019134356254,-0.138056747379511,-0.108891659147069,0.14787339722507,0.98694629504208,-1.11264952197171,8.02
FISMX,5689,0.106088943012532,0.097949256767228,0,-0.552887493589577,-0.384465519040774,0.000494502320389213,-0.180496286192157,-0.0530995152645483,0.162976677896812,0.981140631046031,-0.858324218839799,8.02
FISVX,1455,0.0559181262630041,0.0159687555305628,0,-0.728676195132549,-0.572097536045906,-0.000148036726534337,-0.182718448131335,-0.0943593485980606,0.182810068703166,0.978200852143703,-0.217802790889484,8.43735540674999
FITLX,2005,0.123460473943877,0.109290843595464,0,-0.339923015910312,-0.21881361408468,0.000459290464857823,-0.321584306565547,-0.174512384750414,0.209009570119196,0.965418159096898,-1.50616281854051,8.32565843545659
FIUIX,9426,0.089238638650998,0.0791443563297716,0,-0.440894909240231,-0.279789967405969,0.000386548385891946,-0.129792286442384,-0.0665711810346242,0.152987594834018,0.98660896439495,-0.735402681082748,8.28158137981454
FIVFX,7498,0.0691351383390304,0.050276653241603,0,-0.588585897348807,-0.406723329693058,0.000345538937811449,-0.148982746512086,-0.0739060105663608,0.170736652670526,0.983912279607781,-0.865644300117912,8.1662853770056
FIVLX,4766,0.0376049234850698,0.0135718727462633,0,-0.616285325551923,-0.4465500964486,7.6453517909541e-05,-0.152668500842785,-0.107386679327319,0.150419466965649,0.983233858747871,-1.06849246281305,8.02
