Fund,N,AnnReturn,CAGR,Flag,ETL_1,ETL_5,mu,omega,alpha1,gamma1,beta1,skew,shape
FIPFX,3916,0.0884557667914116,0.0805071438268146,0,-0.304100986102988,-0.201412402461591,0.000258804885723154,-0.297902073123883,-0.15843858015951,0.162627487213536,0.969511666896824,-0.274358817961127,2.17821053900601
FIREX,5193,0.0429412508297301,0.02553616073781,0,-0.540922748552194,-0.363354413610949,0.000321606234684825,-0.120783776902998,-0.0621444499393122,0.152048028712963,0.987324294592807,-0.130865883640296,2.19144282889603
FIRMX,4444,0.0388507610998316,0.0364964763996904,0,-0.319439237967969,-0.188301413910815,0.000152331706852061,-0.074859284617391,-0.0856646481995077,0.137440971749827,0.993458920256843,-0.250404247410059,2.30991254260043
FIRQX,4444,0.0448955245756885,0.0413803436378686,0,-0.333686734973185,-0.199617360218516,0.000170488785269366,-0.100571478371741,-0.0965848522587675,0.142528884591439,0.990840713565577,-0.263746352703017,2.28642587912824
FIRSX,4444,0.0477556733605805,0.0435287511702251,0,-0.349559980589585,-0.214840990895601,0.000187264281840186,-0.125633829540001,-0.103859793205447,0.147005615835286,0.988328461123584,-0.266331027269274,2.2744074593027
FIRVX,4360,0.0493251374360688,0.0441292135478211,0,-0.370964334491111,-0.230079201423382,0.000209748612018265,-0.145541368957517,-0.109256249999726,0.150480921742844,0.986258846607916,-0.263218871244049,2.22472615243877
FISMX,5689,0.106088943012532,0.097949256767228,0,-0.554015487244335,-0.386470849939814,0.000485931817974928,-0.18591222335249,-0.0536239983385229,0.167503731846892,0.980592180535962,-0.204072172301095,2.12154722406192
FISVX,1455,0.0559181262630041,0.0159687555305628,0,-0.717851458982033,-0.562869545473027,-0.000140950000233486,-0.190938493888672,-0.0951082118394081,0.182963782388973,0.977219809042148,-0.0545023519643116,2.97167791836509
FITLX,2005,0.123460473943877,0.109290843595464,0,-0.332950977439396,-0.215994219243767,0.000440025371830749,-0.331495553520003,-0.170219524046867,0.214500627863401,0.964356291325917,-0.334956095535071,2.49562232989889
FIUIX,9426,0.089238638650998,0.0791443563297716,0,-0.438176659531197,-0.279424129361595,0.000375168996546411,-0.133560827156431,-0.0667002714159865,0.151688720775843,0.986217511381561,-0.182528391063452,2.62939742489468
FIVFX,7498,0.0691351383390304,0.050276653241603,0,-0.578112932057482,-0.398293408803629,0.000345136161088945,-0.154168753361155,-0.0736638395213874,0.172811339152655,0.98338564536534,-0.214147639097583,2.48261939671685
FIVLX,4766,0.0376049234850698,0.0135718727462633,0,-0.614056990033655,-0.44637796561634,6.55857289582004e-05,-0.159169013388939,-0.108381513670434,0.154246638063236,0.982517249985283,-0.260346572364174,2.11610828226736
FIWFX,2474,0.0503369220477809,0.0484111079001361,0,-0.197556249170041,-0.129600524666314,0.000207516783697547,-0.240206141046045,-0.112038802839778,0.155286860968817,0.978308330492899,-0.270021487717087,2.49407948320408
FIWTX,2474,0.055411015710608,0.0525667667257321,0,-0.232082635361653,-0.154189541715581,0.000219480042617272,-0.241749791639063,-0.117920011691089,0.162134298080984,0.977540673322195,-0.248117459380044,2.31354560287025
FIXRX,4360,0.0526879287972205,0.0467986998094689,0,-0.391762249963753,-0.249627494169999,0.000209084919230214,-0.159939859270819,-0.114603807411565,0.153887303244648,0.984625407964643,-0.263948838593348,2.26233820494347
FJPNX,8213,0.0443295526098751,0.0224431488914305,0,-0.508589915761114,-0.37945101908254,0.000137024444598938,-0.146396302637251,-0.0594022989343887,0.155848427858645,0.983578848648357,-0.132142608189773,2.25043201057438
FJRLX,2884,0.0217501754652377,0.0217211036057829,0,-0.0882286195504334,-0.0578930972287768,8.55395229506897e-05,-0.161456431234227,-0.0159852072164113,0.137992516744228,0.9877191859104,0.116087257131561,1.75492234822459
FJSCX,7319,0.0660509420596998,0.0463060441796563,0,-0.509739780888567,-0.391609639413939,0.000238576900641203,-0.160704717636386,-0.0510230777358939,0.18128731769681,0.98213799195968,-0.0940163838056655,1.82378813294141
FKIFX,3916,0.0524891599369962,0.0515339102572803,0,-0.160239605455768,-0.10067741503955,0.000184621186441346,-0.2119029946217,-0.112424150337224,0.145120704410687,0.981243293061392,-0.247001145361882,2.15329847769026
FLCOX,2230,0.0902359078463434,0.0765454401554693,0,-0.447473887472623,-0.30429625798509,0.000266448559641388,-0.282177333613258,-0.139791798824061,0.207193768385581,0.970473067556903,-0.259470495697218,2.14188375980905
FLCSX,7513,0.090097197693748,0.0710000308100507,0,-0.483152548334651,-0.325302161879767,0.000335634096971867,-0.178534315920894,-0.123286876783231,0.14114733335933,0.980549527796482,-0.28053802321341,3.02824092405229
FLIFX,3916,0.0573704743755519,0.0559055846043386,0,-0.179196752482255,-0.115174153561198,0.000194598945786032,-0.258044364511787,-0.123873490392263,0.14656088012887,0.97653948127371,-0.251967026930729,2.20565813865384
FLOWX,1266,0.127753025102948,0.116105078353478,0,-0.369140886269889,-0.265787363672157,0.00025503807670127,-0.152622193206759,-0.0986024666162271,0.0749799298006955,0.983007120189958,-0.194764416683458,4.10010606572986
FLPSX,8900,0.118400895188906,0.113093335757426,0,-0.451605104544289,-0.288300522149952,0.000583519125978918,-0.159198810274637,-0.0721277966900022,0.192260165413738,0.983977457602216,-0.284321036416817,3.00767538132188
FLTMX,9908,0.0453856382661587,0.0458981648188224,0,-0.253822659011022,-0.170764296098744,0.000159354792558656,-0.142928926875448,-0.0595656746156615,0.202980769683035,0.988953002051595,0.226780867600799,0.25
FLVCX,6125,0.111005638005838,0.083379520643472,0,-0.705551463938978,-0.507671436917573,0.0004077987282951,-0.13656144874071,-0.0886376392936742,0.153106197609254,0.98448161072607,-0.386341919628844,4.1792487006573
FMAGX,11425,0.112296893511591,0.0954163165378588,0,-0.419542244360405,-0.266962928438033,0.000418144677354318,-0.26659591570975,-0.0627332765856535,0.164917054347056,0.971025048371001,-0.226708948831459,1.55986666031146
FMCSX,7824,0.103493092309973,0.0861422131212663,0,-0.562153573011604,-0.386618008825515,0.00040123592755886,-0.16730132261394,-0.101696960277551,0.175358708643726,0.981828487737518,-0.314413387191584,4.10762650032006
FMDGX,1455,0.0936302408572459,0.062823440338994,0,-0.512201594779671,-0.381110532434866,0.00034713702876046,-0.248096264040812,-0.123928205317481,0.184111718068456,0.97153690937881,-0.395902685965949,4.73257763130781
FMHTX,9942,0.0490628884573284,0.0494377025222532,0,-0.230211056889347,-0.152350423941725,0.000220530233308435,-0.24067786266829,-0.0585656860528799,0.228656686944049,0.980586517748588,0.209285316363808,0.284803425324811
FMILX,8141,0.125338363776294,0.106279218670124,0,-0.532726388654224,-0.36702497057438,0.000456949342995719,-0.139608357626064,-0.0900144638235903,0.192732757703017,0.984533774105696,-0.281509893468048,3.37063115850631
FMNDX,2896,0.0130154159008006,0.0130733751008043,0,-0.00168455560468722,-0.000730656938608746,7.10496714228928e-06,-0.262880234664156,-0.0142813313884771,0.0367962840803032,0.987699002936775,0.264783623558089,0.25
FMRAX,1425,0.0556814383065634,0.0513967810953913,0,-0.320684985467952,-0.225119502852766,0.000188795381975112,-0.20429657790218,-0.106539634187549,0.134071975644891,0.980284982120837,-0.284270415024884,3.13648807733226
FMRTX,489,0.0830452185045612,0.0823573243269493,0,-0.183063152770163,-0.125714745724588,0.000240822427606722,-0.768306819846591,-0.121316040414873,0.0729231575313355,0.926738300154349,-0.0726791614289629,2.48425034690533
FMSDX,1804,0.0772341707500565,0.0740885224073551,0,-0.275483778861479,-0.187550016971734,0.00025331607990891,-0.275019109196021,-0.0912539028240788,0.195537537023804,0.973470854000316,-0.277088401128767,3.5456952132638
FMSFX,10161,0.0516291242065312,0.052055406796206,0,-0.220167172016834,-0.135905511687909,0.000153647740922543,-0.0507350260133194,-0.0518843986001331,0.116911430630693,0.995754855845564,0.130401636658945,0.852746356124322
FMWIX,807,0.022225924795144,0.0197901047249043,0,-0.177592094144064,-0.1264886987577,9.37558458941717e-05,-0.110339830722259,-0.0685475988830184,0.0215900579010431,0.989911970425575,-0.0649793027183365,3.31990990810624
FNARX,7086,0.0695191687909869,0.0276829251469091,0,-0.691907759534048,-0.506290961054154,0.000233004262970424,-0.119296338075898,-0.0673605873254084,0.135777595095974,0.985814707832901,-0.253502433546867,4.96320454021901
FNBGX,1896,-0.0125643762259695,-0.0231794613897344,0,-0.334724725917399,-0.26998451542243,-2.16128070515465e-05,-0.229449521699331,0.00752722697704638,0.173913769076659,0.975985220310468,-0.0546542403216235,6.77712544545745
FNCMX,5613,0.102819790530529,0.0825880968620174,0,-0.456080660754178,-0.313841172582989,0.000109037196635096,-0.347312943456264,-0.146664111919958,0.147271424897666,0.960955866176969,-0.292950463920596,1.52052893858859
FNDSX,1725,0.0160188676940704,0.0146206189939155,0,-0.177066517134896,-0.125301989208319,0.000113751164433364,-0.141582665545094,-0.00381034483711032,0.181456088589175,0.987760019716739,-0.0712062894842516,3.28375695738565
FNIDX,2005,0.0532742993176132,0.0396717825829058,0,-0.422098187217401,-0.306398820979366,0.000126437343370845,-0.237836604764976,-0.110485489021628,0.160103554033652,0.974876184152142,-0.273680676105713,2.86354143176214
FNILX,1654,0.115813428127713,0.0980179947486675,0,-0.380943213813156,-0.25848297246569,0.000364088113684082,-0.296150628400083,-0.171720193895135,0.149468424366741,0.967623645574855,-0.390627886204539,2.86209491125639
FNJHX,9403,0.0486662389146699,0.0491369360572744,0,-0.207271221333105,-0.132298880501605,0.000235793596030075,-0.233041839660103,-0.0401720636161259,0.177371679269242,0.981164353717229,0.152623639078781,0.353292551454488
FNMIX,8053,0.0825990351194452,0.0798479609126672,0,-0.508126782022275,-0.34617472992343,0.000344298420922361,-0.206653635889439,-0.0506125453585295,0.25649481906775,0.98080674144615,-0.0679506021020925,1.20078565698107
FNORX,7420,0.0961808764560722,0.0727602247342642,0,-0.589804133505059,-0.405640861058588,0.000436151761906838,-0.130946091760671,-0.0556176155240003,0.149949768717938,0.985264222855081,-0.188477698527397,3.01708533011649
FNSOX,1885,0.0202018665081599,0.0200855171243139,0,-0.130916624370848,-0.089111456675285,6.62019667427387e-05,-0.11921393147862,7.89106619346682e-05,0.180300375631971,0.990544492303165,0.139838803743455,0.888463404376505
FNSTX,1377,0.0828044446991362,0.0654834170354968,0,-0.314261723740051,-0.209619851082198,0.000372554533857157,-0.337484628040773,-0.101234387374467,0.18822966299199,0.964061240750718,-0.285060554488509,2.52626118636758
FOCPX,10161,0.131016908244076,0.110640602063458,0,-0.560737736232437,-0.39468269933182,0.000635024582022704,-0.125354248488726,-0.0762980443759749,0.167440199644164,0.986082791337733,-0.288893117877014,2.82147813541692
FOHFX,9939,0.0497784588897858,0.0502036346745984,0,-0.214408988679641,-0.140782387353872,0.000231606748349803,-0.25263444885854,-0.0516093707760411,0.212415490231859,0.979537538730275,0.176198076366324,0.308827733881312
FOSFX,10179,0.0909532941617541,0.0772285855059989,0,-0.479816844265831,-0.332098209789748,0.000409295076535466,-0.174278070075346,-0.058939469307178,0.175278547879117,0.981343676888301,-0.16452384120114,1.72114354337173
FPADX,3429,0.0297734714803716,0.0144720712607527,0,-0.396844989492726,-0.305576012822827,8.12761969273516e-05,-0.265026348945568,-0.0868264702720787,0.138057856158751,0.971309933521552,-0.212900277413903,3.43563293060892
FPBFX,9720,0.0693796623138926,0.0539798004828473,0,-0.523013455366834,-0.365298699957669,0.000395014288795032,-0.210580555157449,-0.0615907983151999,0.185164856285233,0.977346023288983,-0.16104836072889,2.01493718718504
FPHAX,6002,0.0824263216118573,0.069484059777946,0,-0.358439002108637,-0.258896599758123,0.000254800371908077,-0.270871481781282,-0.103260865598488,0.138626649524322,0.970812329670277,-0.177418470927744,3.32794473223611
FPIFX,3916,0.0629341994153085,0.0606300267855908,0,-0.208595653046876,-0.134927107473941,0.00020817592286068,-0.250780497320314,-0.129753722309163,0.151209630149213,0.9766021233679,-0.251453089575827,2.22840036533885
FPURX,11425,0.09298990843169,0.0902123928178347,0,-0.228273343455173,-0.136698441851482,0.000416662778921136,-0.210404446555196,-0.0530620941513021,0.129593905758595,0.979555686295936,-0.189104739598689,1.34214986827708
FPXTX,9758,0.0475474565362283,0.0478683155706359,0,-0.223918171969534,-0.146502495550325,0.000235355242373728,-0.263515625927775,-0.0679440373991814,0.230937480457959,0.978828633917067,0.230892809875482,0.276688248653376
FQIFX,3916,0.0690481896961306,0.0658320356873665,0,-0.232663949574033,-0.151980975322141,0.000221398936654266,-0.260067973521955,-0.136823422667421,0.155322123065514,0.975124527015578,-0.251683192266195,2.09107033066366
FRAGX,807,0.0504301613485509,0.0396403920514932,0,-0.289467418166173,-0.202905251262557,0.000212368310341325,-0.146203534237454,-0.118576061367295,0.0227742841850042,0.984757750336238,-0.222776758444595,4.16032043034026
FRBDX,204,0.0281731147198272,0.0125990247292025,0,-0.800717319746663,-0.665501565179792,-0.00128441875071277,-0.345636740415418,-0.486155060680801,-0.320736257762298,0.962002536539182,-0.710171582915072,1.68759787381245
FRBUX,202,0.0315883943801729,0.0175778097638286,0,-0.743011015340481,-0.592199478687618,-0.00083125683581839,-0.375502875149836,-0.44437082614757,-0.216812598704538,0.959443038564256,-0.632522556270763,1.95046161428602
FRBVX,202,0.0313493015470649,0.0172254944121302,0,-0.741676361882965,-0.591297256603462,-0.000840698335294141,-0.393584918780148,-0.453857317010221,-0.215595943844721,0.957513078955035,-0.637620031938594,1.94819874557921
FRBYX,202,0.0165536746819555,0.000859521535766072,0,-0.759246229044006,-0.615281422802977,-0.000980895537143595,-0.36926162117676,-0.436271585733717,-0.218287127083796,0.95954174872918,-0.622949947416253,1.90010708178278
FRCQX,202,0.0108562852380994,-0.0050847682738987,0,-0.798135913549415,-0.65161999149924,-0.00110717806579206,-0.346078473148754,-0.455948142827608,-0.242977835125507,0.96178490121011,-0.651526076654641,1.58205356042159
FRESX,9687,0.0881604012157383,0.0636804681433196,0,-0.564234094188936,-0.385309129049141,0.000372686665173818,-0.0880493656478788,-0.0301321670738342,0.220419677342092,0.990801185077392,-0.10393391364439,1.9356248087845
FRGAX,806,0.0430853236295765,0.0354573581320874,0,-0.25342459781686,-0.177544841910733,0.000187080408318549,-0.136129147530348,-0.107920826485431,0.01440500331192,0.986268536033777,-0.182273643885405,4.19390373654018
FRIFX,5613,0.0601476395679898,0.0578720775956552,0,-0.387462411636977,-0.221248275795209,0.000368644565291137,-0.101964198313803,-0.0363762539383724,0.0910008991027701,0.991270711239435,-0.255157053385971,1.46239940220224
FRYBX,807,0.032045029904689,0.0275166159929638,0,-0.227011560986957,-0.161108796253514,0.000144640682448373,-0.13211215367386,-0.0840044579741766,0.0380764229490947,0.987253981155932,-0.104771895445848,3.6929069120972
FSAGX,9919,0.0552102374503889,0.00696474118810841,0,-0.663382833653717,-0.519347805807087,8.38980323476541e-05,-0.0750698795933748,-0.0205840991996045,0.124612851885274,0.990702393773837,0.0300493001102871,1.67645834558072
FSAHX,2877,0.0339345279508274,0.0335622669136266,0,-0.479610765042316,0.186827629973921,0.00240690468612334,-0.884931976289672,0.0594597926548136,1.53183098044627,0.896595920827218,0.0870094474106852,1.68366358671057
FSANX,4415,0.0559907681606106,0.0494899348864728,0,-0.391274441944733,-0.257467162257546,0.0002355216589763,-0.181523067193393,-0.120121898814264,0.152281048527676,0.982321191382154,-0.285029662025707,2.47960527943674
FSAVX,9784,0.0871135118159442,0.0625050128594462,0,-0.656020121401745,-0.486192715751577,0.000424962112431885,-0.102225879168725,-0.0606647792804364,0.156760021741139,0.988672067647095,-0.148652532554181,2.628654033791
FSAZX,7689,0.0412474578997352,0.0414108656357506,0,-0.182026411536383,-0.117934990695627,0.000222117705666149,-0.293357613889549,-0.0445113585384681,0.243965552403516,0.976632387177735,0.184874086065008,0.406633393789871
FSCHX,10016,0.11157986890058,0.0925060348660998,0,-0.522927237515763,-0.360163167310698,0.000504102210264545,-0.152069554533719,-0.0756097772907294,0.171267111914755,0.983344510006956,-0.143298665055109,1.95141217119435
FSCOX,4966,0.0653025509333176,0.0469737993956272,0,-0.614797194439332,-0.428061517805006,0.000379996195000587,-0.156839197074871,-0.0718679263721691,0.165102857678969,0.983189615199408,-0.21146485047266,2.34032925282816
FSCPX,8772,0.0951952922536875,0.0787443596065163,0,-0.443847932771434,-0.304297602239582,0.000346048421172073,-0.181322492745632,-0.0961857169237476,0.167966293629174,0.980330651418825,-0.255213405323198,3.07326553442457
FSCRX,6184,0.0902112282001946,0.068211383469829,0,-0.604939359563337,-0.425691913597236,0.000240743913432491,-0.134192377852283,-0.091357834861341,0.138487830058453,0.985020422173315,-0.226244087325005,5.67120141622075
FSCSX,10016,0.146170003426048,0.119436465242099,0,-0.514022502692665,-0.363680668353831,0.00065837640828097,-0.183211270043324,-0.0808293455586772,0.181593019530247,0.978822710530898,-0.206331551758764,2.48003872839642
FSDAX,10325,0.110042499580172,0.0960465895630644,0,-0.499698573109552,-0.340288492771099,0.000518850343156526,-0.160056586680957,-0.0698366040030106,0.14861510994626,0.982742020598081,-0.143038611279791,2.53953928659332
FSDIX,5370,0.0739346683801023,0.0636281146117872,0,-0.467972786780117,-0.299722694501089,0.000256728042727576,-0.154872717959054,-0.131057577497265,0.158263896345529,0.984451669093677,-0.279126961322288,2.3954847004883
FSDPX,9721,0.0857170421191842,0.0621864044788878,0,-0.577910389631973,-0.40624465270333,0.000353154309198092,-0.152129225852167,-0.0672233917397001,0.155756759175368,0.983063383151802,-0.127635645296613,2.08923915687442
FSEAX,8064,0.0752890624409281,0.0533187569064162,0,-0.579600892162819,-0.427025349479601,0.000478723287144823,-0.164627614605834,-0.0575056388914882,0.172768739707339,0.981615360790864,-0.143279299568038,2.3720617314699
FSEBX,973,0.0522822794348579,0.0346974870280621,0,-0.377152244923239,-0.28166644992755,0.000246336227651994,-0.200759041294586,-0.138093149917891,0.102467813676231,0.978036022910871,-0.255916551731292,4.06270691847217
FSELX,10016,0.131850395012009,0.0834588953721671,0,-0.732620501037317,-0.574379826445596,0.000657546894045251,-0.0903592470181254,-0.0548546084143503,0.144841496840994,0.98899280926775,-0.112792342262831,2.61278111269964
FSENX,11039,0.072179390717566,0.0386229659759882,0,-0.581769371165686,-0.436731740739093,-2.04018578223147e-15,-0.0069665879890188,-0.0162084805152603,0.0651747220288748,0.999,-0.0806073644964008,0.447921465993511
FSGGX,3429,0.0586405072865001,0.0464591000683221,0,-0.394158078458505,-0.2766608368135,0.000152116503268794,-0.214860201384296,-0.106556749766334,0.144327680538614,0.977499869577563,-0.251286200750269,2.56608815701841
FSHBX,9731,0.0380429531270586,0.0385142997823527,0,-0.0707320670004589,-0.045277593460769,2.71984186853822e-05,-0.0179606525133185,-0.0340684237109619,0.0986100526006642,0.999000000000017,0.124046657149117,0.25
FSHCX,9784,0.0895855453921891,0.0694635499545624,0,-0.46355481840781,-0.336481612645129,0.00043684007497226,-0.242123681011078,-0.0700946347971584,0.151617453381827,0.973106414838111,-0.215890027192878,1.66743190450424
FSHOX,9721,0.116122836580648,0.094647159794806,0,-0.568244349662635,-0.39374335400039,0.000589502084224598,-0.120894360504349,-0.0641395237699828,0.161871122027365,0.986696890614263,-0.116979055890765,2.13852706745444
FSIKX,757,0.0277750678387039,0.0274327747321461,0,-0.0771112561386788,-0.0533490722654326,0.000187114959500628,-4.42753899793816,-0.0652797249518091,0.60861620806049,0.638945212679908,0.0221161126527614,0.580535094809524
FSKAX,3430,0.127821000896355,0.118529474645372,0,-0.322223097376741,-0.206409733899719,0.000317532019832061,-0.348571422128024,-0.184065950001227,0.183159618545322,0.963052035775114,-0.316993593952544,2.46551444032677
FSLBX,10016,0.109504152164375,0.0803254448808615,0,-0.59156527242492,-0.428963831180797,0.000575731762170435,-0.178074984256572,-0.0755273027403649,0.183962831740499,0.979799281750526,-0.108017109022202,1.9026259973298
FSLCX,6826,0.0772148716771124,0.0543090690017887,0,-0.608959594062189,-0.443973683043721,0.000302310187705196,-0.165666395973273,-0.0911030362004226,0.153699122834669,0.981646426158765,-0.280032518373472,4.8381955320001
FSLEX,9025,0.0553834200412092,0.0372387514083974,0,-0.506423712393557,-0.37385477955538,0.00027219389010688,-0.183048362543442,-0.0747775225492135,0.148605462106256,0.980068640317966,-0.168387939080656,2.66499745137795
FSLSX,10414,0.101950982836136,0.0849421618804767,0,-0.642960609785287,-0.454900615895336,0.000362810389013257,-0.0973245962543783,-0.0590264323784512,0.153040099276023,0.989552278214455,-0.218920300750866,2.30665312142585
FSLVX,5900,0.0708659159333512,0.0524993837085785,0,-0.506708862977587,-0.344626645094402,0.000220441241968683,-0.170691568308279,-0.140132140383009,0.140158812107486,0.981760161721019,-0.290209463666797,3.02681333768988
FSMAX,3430,0.103705751136198,0.0845331987872895,0,-0.515356735918101,-0.362687306973463,0.000225568845949329,-0.193051647980175,-0.116934867692144,0.159910356784754,0.97861288269329,-0.330260120664044,3.60291737839177
FSMDX,3429,0.111757174192309,0.0990456453561048,0,-0.434518231941829,-0.28949945078819,0.000238719727022939,-0.24958957259144,-0.148942243111842,0.176046559379382,0.973279001006009,-0.345213211757979,3.43886662134324
FSMEX,6794,0.121709539780733,0.108393288330823,0,-0.418623220551235,-0.289874843619671,0.000361691155492114,-0.203605663317962,-0.106744599315532,0.129414199359626,0.977604876190362,-0.262094048415512,3.51456353534429
FSMVX,5900,0.0849805328737344,0.0632925106851783,0,-0.603861967818287,-0.430177703186363,0.000238033351896242,-0.150757974340947,-0.115252313199755,0.151336993616434,0.983445100467089,-0.301167090786136,4.2700470538508
FSPCX,9919,0.11118844435982,0.0940262825444527,0,-0.461836860551167,-0.309339677630568,0.000514156865893871,-0.182492507652474,-0.0773997957879458,0.203111828886851,0.980504886787427,-0.151987891087425,1.97785931915539
FSPGX,2230,0.157730681295589,0.143448532821239,0,-0.389697760312671,-0.261213035959181,0.000502569328592324,-0.255265555819917,-0.149823377083174,0.207948431236119,0.971659194149457,-0.355440021058386,2.30859709669203
FSPHX,11039,0.134893156134833,0.123805558476013,0,-0.488036598148076,-0.353812050405805,7.1847281296733e-16,-0.033506372435998,-0.0330945574727436,0.0623691689032617,0.995927598419668,-0.126161062924328,0.415876520103646
FSPSX,3430,0.0690637322837836,0.0567524636256245,0,-0.412539504267466,-0.286359298185143,0.000132364092553666,-0.21246240858591,-0.106667620590962,0.14894527492038,0.97757616463503,-0.230495534324158,2.27400962265248
FSPTX,11039,0.128679851868339,0.0951443077591796,0,-0.618145983462584,-0.467262036799457,0.000458660781458051,-0.120121180424143,-0.07905762692652,0.125049696681892,0.985792866462067,-0.162483401924225,1.37384952061749
FSRBX,9784,0.0899278200573062,0.0550175740555607,0,-0.633517032034583,-0.448551320555666,0.000529829925599261,-0.106729982708159,-0.0735179461625608,0.184431818715058,0.988072635251106,-0.0633061554895268,2.03295958873869
FSRFX,9721,0.109001599163612,0.0908766089271995,0,-0.573926278781523,-0.415135867842529,0.0004369782062836,-0.130421962379217,-0.0720499543495768,0.130209683739439,0.985563231320944,-0.159486494050533,2.38319693197485
FSRNX,3429,0.0656369584338773,0.0448263435025018,0,-0.528337899024956,-0.363221527125978,0.000220324149313626,-0.159914328308338,-0.082309809682012,0.138970853878067,0.982462150449185,-0.239392182941325,2.51456504873281
FSRPX,9919,0.126556320453463,0.110277154174443,0,-0.471847802108081,-0.320690293039136,0.000597921743213419,-0.177804565790934,-0.0822270341692237,0.167395438243837,0.980471915250083,-0.206000449885061,2.64012117844094
FSRRX,4940,0.0342353223672505,0.0322796275271304,0,-0.456658049226012,-0.310601968378245,0.000119481503017164,-0.0893807973239011,-0.0366598035097068,0.13089991732482,0.992027835441487,-0.196782339158457,2.71211071493793
FSSMX,3243,0.100912912643493,0.0851864776130651,0,-0.537394875590919,-0.363651633943775,0.000200031228855263,-0.192475908953044,-0.135628907787912,0.158021925616107,0.979147717539252,-0.308076277561708,3.22726182675457
FSSNX,3429,0.0932764106599845,0.0703574691190692,0,-0.523734172609879,-0.372362641757828,0.000165254079850418,-0.175473824825032,-0.106941753319705,0.141062865557406,0.980180203663126,-0.222097695453086,3.53466546226627
FSTCX,10016,0.089083854688239,0.0694218112187073,0,-0.506292032307669,-0.352781132942355,0.000425163919217657,-0.153935617120809,-0.0657007975973772,0.175287745458951,0.983162778361938,-0.167608275140675,2.41201905197023
FSTFX,9660,0.0330465146088082,0.033406879379275,0,-0.069552262781011,-0.0433093328844224,6.59990903680303e-05,-0.0361794879173128,-0.0725597828375746,0.144972267348691,0.999000000008444,0.272401467004848,0.25
FSTGX,9320,0.0425234012908724,0.0428694363834992,0,-0.0924694431449441,-0.0552643524638751,0.000148180563427179,-0.0449941774736626,-0.010648950567966,0.0743819105262932,0.996363463274022,0.177717791122101,0.985817338592346
FSUDX,484,0.0591829650161997,0.0595807642543169,0,-0.0767946078793943,-0.0480971724344309,0.000224403322401733,-10,0.0127315683038597,0.27871826426468,0.130230398214111,-0.0908820262826632,2.04829253969943
FSUTX,10934,0.105350309995911,0.0958355294507973,0,-0.397528967513438,-0.293562124750009,1.60709277057379e-05,-0.0604114497656905,-0.0709907493948715,0.0854742212430713,0.992802827288217,-0.0966452464941902,0.4097492218347
FSUYX,483,0.0666118733246692,0.0669855338321088,0,-0.111016256684771,-0.0724019670504165,0.000217695431569708,-0.863267810314135,-0.0890806329113999,0.0479248969736986,0.922995709707981,-0.043166941346933,2.13347309394692
FSVLX,9919,0.0818390974755331,0.0560403921511545,0,-0.585883106936873,-0.413453625474993,0.000711455695816653,-0.161782507465369,-0.0678466148611533,0.190029330498457,0.982343464490029,-0.113396328107272,2.06830109530213
FSVNX,483,0.0734274814903885,0.07348781685716,0,-0.146045521683702,-0.0984355443897156,0.000217389545173271,-0.632085476736451,-0.0910099080340903,0.0486038223139742,0.94188452884569,-0.0826388024105331,2.11439734049769
FSWDX,481,0.0838111344335541,0.0837029212169462,0,-0.165028546809448,-0.11133885820218,0.000252227508481245,-0.772527041708786,-0.115861534314038,0.0668618261700701,0.927217018312823,-0.0943654277918885,2.54465044439321
FSWOX,482,0.0896001869550276,0.0889609413688934,0,-0.192425837131738,-0.131888474439115,0.000255561493437053,-0.718928577017965,-0.119120840293815,0.0680634520262604,0.930817120600385,-0.110142371708085,2.34021241848205
FSXAX,482,0.0966747119057008,0.0959143606646009,0,-0.204223554966395,-0.138430482189398,0.000284171686142884,-0.700419921082796,-0.125245733403415,0.0647324198638639,0.93179567994873,-0.132109538825472,2.52750779445253
FSXKX,482,0.10885046110239,0.107929079201597,0,-0.219295186082567,-0.148193448735935,0.000329896417192809,-0.776909520254828,-0.148032366621486,0.068722673434864,0.922996075049393,-0.137930995519143,2.51655552994151
FSXVX,482,0.121446259769568,0.119319257251751,0,-0.268194803424295,-0.18585866419073,0.00034058237909103,-0.670995900866192,-0.156690615429754,0.0690008918767934,0.931597121891446,-0.198963563988791,2.77159358601919
FSYHX,482,0.125587256821592,0.122687771885491,0,-0.289175029194463,-0.198502556348234,0.000350378852539518,-0.633035510322575,-0.16289951703667,0.0643396920193351,0.934790612252576,-0.224444589409469,2.8054899531601
FSYJX,806,-0.0183125374230019,-0.0380670382549982,0,-0.397968357161886,-0.315798680755774,-0.00015808324693536,-0.191692397284858,-0.0731574422418261,0.0928900377432532,0.978331405327399,-0.0646272044252132,4.26652040410834
FSYRX,806,0.0127283139561171,-0.00308141575584286,0,-0.371714972256186,-0.291005907420357,1.13625039101443e-05,-0.22805046845924,-0.102795922947216,0.0716390629676968,0.975214950811224,-0.103311674754378,2.54093094631086
FSYWX,482,0.125577945665493,0.12270631960565,0,-0.288846509027506,-0.19955252589365,0.000342919251071447,-0.646111240333972,-0.163345721310466,0.0709736089538008,0.933460760774692,-0.225581100889388,2.75041650107618
FSZHX,482,0.126039717480872,0.123179142743804,0,-0.282716098330664,-0.195033573741302,0.000355357776781478,-0.666112493013006,-0.166315032413395,0.0692821194403823,0.931449373917427,-0.21803230354097,2.61886737097267
